Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
13.00,230.00,168.00,111.00,109.00,119.00,59.00,0.98,0.50,0.73,"1,547.00","1,680.00","1,666.00",1.00,0.70,1.00,0.70,1.00,0.70,1.00,0.71,229.00,111.00,118.00,1.00,1.00,0.99,1.00,1.00,0.50,0.52,97.00,94.00,3.00,0.03,21.00,0.79,0.97,0.82,0.98,0.50,0.51
14.00,177.00,119.00,86.00,82.00,91.00,37.00,0.95,0.41,0.67,"1,274.00","1,378.00","1,365.00",0.99,0.64,0.99,0.65,0.99,0.64,0.99,0.65,171.00,85.00,86.00,0.97,0.99,0.95,0.99,0.99,0.43,0.46,66.00,64.00,2.00,0.03,20.00,0.70,0.97,0.73,0.96,0.44,0.46
15.00,518.00,371.00,252.00,236.00,266.00,135.00,0.94,0.51,0.72,"3,990.00","4,312.00","4,256.00",0.99,0.68,0.99,0.69,0.99,0.69,0.99,0.70,509.00,251.00,258.00,0.98,1.00,0.97,0.99,0.99,0.52,0.53,199.00,196.00,3.00,0.02,59.00,0.74,0.98,0.75,1.00,0.56,0.57
16.00,347.00,234.00,161.00,152.00,186.00,82.00,0.94,0.44,0.67,"2,976.00","3,206.00","3,162.00",0.99,0.65,0.99,0.66,0.99,0.65,0.99,0.66,333.00,161.00,172.00,0.96,1.00,0.92,0.98,0.98,0.46,0.47,134.00,132.00,1.00,0.01,38.00,0.71,0.99,0.72,0.98,0.51,0.51
17.00,156.00,79.00,78.00,59.00,78.00,20.00,0.76,0.26,0.51,"1,326.00","1,420.00","1,404.00",0.94,0.55,0.94,0.56,0.97,0.58,0.97,0.58,152.00,78.00,74.00,0.97,1.00,0.95,0.92,0.96,0.32,0.33,53.00,53.00,0.00,0.00,21.00,0.68,1.00,0.68,0.96,0.42,0.44
18.00,52.00,16.00,22.00,7.00,30.00,9.00,0.32,0.30,0.31,540.00,572.00,570.00,0.84,0.67,0.85,0.67,0.90,0.72,0.91,0.72,50.00,21.00,29.00,0.96,0.95,0.97,0.77,0.77,0.40,0.40,27.00,27.00,0.00,0.00,2.00,0.90,1.00,0.90,0.97,0.43,0.45
19.00,257.00,91.00,138.00,68.00,119.00,23.00,0.49,0.19,0.35,"2,261.00","2,422.00","2,380.00",0.89,0.53,0.90,0.54,0.95,0.57,0.96,0.58,242.00,128.00,114.00,0.94,0.93,0.96,0.80,0.88,0.34,0.37,75.00,75.00,0.00,0.00,39.00,0.63,1.00,0.63,0.96,0.42,0.44
20.00,262.00,87.00,119.00,54.00,143.00,33.00,0.45,0.23,0.33,"2,860.00","3,049.00","3,003.00",0.90,0.56,0.90,0.56,0.94,0.59,0.94,0.60,247.00,112.00,135.00,0.94,0.94,0.94,0.76,0.82,0.36,0.38,89.00,89.00,0.00,0.00,46.00,0.62,1.00,0.62,0.94,0.43,0.45
21.00,175.00,31.00,83.00,21.00,92.00,10.00,0.25,0.11,0.18,"1,932.00","2,038.00","2,024.00",0.83,0.51,0.83,0.52,0.90,0.56,0.90,0.57,159.00,76.00,83.00,0.91,0.92,0.90,0.63,0.76,0.24,0.29,60.00,59.00,1.00,0.02,23.00,0.64,0.98,0.65,0.92,0.41,0.45
22.00,70.00,13.00,37.00,9.00,33.00,4.00,0.24,0.12,0.19,726.00,769.00,759.00,0.77,0.51,0.77,0.52,0.84,0.54,0.84,0.55,65.00,34.00,31.00,0.93,0.92,0.94,0.62,0.65,0.27,0.30,18.00,18.00,0.00,0.00,13.00,0.55,1.00,0.55,0.97,0.45,0.47
23.00,65.00,4.00,36.00,3.00,29.00,1.00,0.08,0.03,0.06,667.00,704.00,696.00,0.74,0.45,0.74,0.46,0.85,0.55,0.85,0.55,55.00,31.00,24.00,0.85,0.86,0.83,0.33,0.56,0.14,0.14,17.00,17.00,0.00,0.00,7.00,0.59,1.00,0.59,0.93,0.28,0.30
24.00,42.00,1.00,24.00,0.00,18.00,1.00,0.00,0.06,0.02,432.00,455.00,450.00,0.61,0.38,0.61,0.38,0.74,0.43,0.74,0.43,35.00,19.00,16.00,0.83,0.79,0.89,0.25,0.33,0.22,0.22,7.00,7.00,0.00,0.00,9.00,0.39,1.00,0.39,0.78,0.33,0.43
