Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
13.00,230.00,170.00,111.00,111.00,119.00,59.00,1.00,0.50,0.74,"1,547.00","1,663.00","1,666.00",1.00,0.78,1.00,0.78,1.00,0.78,1.00,0.78,230.00,111.00,119.00,1.00,1.00,1.00,1.00,1.00,0.50,0.95,116.00,59.00,54.00,0.47,3.00,0.50,0.51,0.97,1.00,0.50,0.50
14.00,177.00,126.00,86.00,86.00,91.00,40.00,1.00,0.44,0.71,"1,274.00","1,362.00","1,365.00",1.00,0.74,1.00,0.74,1.00,0.74,1.00,0.74,167.00,86.00,81.00,0.94,1.00,0.89,1.00,1.00,0.44,0.87,81.00,40.00,39.00,0.48,0.00,0.44,0.49,0.89,1.00,0.46,0.46
15.00,518.00,391.00,252.00,252.00,266.00,139.00,1.00,0.52,0.75,"3,990.00","4,252.00","4,256.00",1.00,0.77,1.00,0.77,1.00,0.77,1.00,0.77,512.00,252.00,260.00,0.99,1.00,0.98,1.00,1.00,0.52,0.97,260.00,139.00,118.00,0.45,0.00,0.52,0.53,0.98,1.00,0.56,0.56
16.00,347.00,248.00,161.00,161.00,186.00,87.00,1.00,0.47,0.71,"2,976.00","3,142.00","3,162.00",1.00,0.77,1.00,0.76,1.00,0.77,1.00,0.76,332.00,161.00,171.00,0.96,1.00,0.92,1.00,1.00,0.47,0.81,171.00,87.00,64.00,0.37,0.00,0.47,0.51,0.92,1.00,0.49,0.49
17.00,156.00,105.00,78.00,78.00,78.00,27.00,1.00,0.35,0.67,"1,326.00","1,393.00","1,404.00",1.00,0.71,1.00,0.71,1.00,0.71,1.00,0.71,146.00,78.00,68.00,0.94,1.00,0.87,1.00,1.00,0.35,0.74,68.00,27.00,31.00,0.46,0.00,0.35,0.40,0.87,1.00,0.41,0.41
18.00,52.00,35.00,22.00,22.00,30.00,13.00,1.00,0.43,0.67,540.00,568.00,570.00,1.00,0.77,1.00,0.77,1.00,0.77,1.00,0.77,46.00,22.00,24.00,0.88,1.00,0.80,1.00,1.00,0.43,0.80,24.00,13.00,11.00,0.46,0.00,0.43,0.54,0.80,1.00,0.47,0.47
19.00,257.00,183.00,138.00,138.00,119.00,45.00,1.00,0.38,0.71,"2,261.00","2,379.00","2,380.00",1.00,0.70,1.00,0.70,1.00,0.70,1.00,0.70,256.00,138.00,118.00,1.00,1.00,0.99,1.00,1.00,0.38,0.98,118.00,45.00,72.00,0.61,0.00,0.38,0.38,0.99,1.00,0.41,0.41
20.00,262.00,177.00,119.00,118.00,143.00,59.00,0.99,0.41,0.68,"2,860.00","2,990.00","3,003.00",1.00,0.72,1.00,0.71,1.00,0.72,1.00,0.72,254.00,119.00,135.00,0.97,1.00,0.94,0.99,0.99,0.41,0.87,135.00,59.00,66.00,0.49,0.00,0.41,0.44,0.94,0.99,0.42,0.42
21.00,175.00,114.00,83.00,83.00,92.00,31.00,1.00,0.34,0.65,"1,932.00","2,009.00","2,024.00",1.00,0.68,1.00,0.68,1.00,0.68,1.00,0.68,170.00,83.00,87.00,0.97,1.00,0.95,1.00,1.00,0.34,0.84,86.00,31.00,46.00,0.53,1.00,0.34,0.36,0.93,1.00,0.36,0.36
22.00,70.00,2.00,37.00,2.00,33.00,0.00,0.05,0.00,0.03,726.00,757.00,759.00,0.96,0.68,0.96,0.67,0.99,0.71,0.99,0.71,65.00,37.00,28.00,0.93,1.00,0.85,1.00,1.00,0.42,0.79,28.00,14.00,12.00,0.43,0.00,0.42,0.50,0.85,1.00,0.42,0.42
23.00,65.00,3.00,36.00,3.00,29.00,0.00,0.08,0.00,0.05,667.00,664.00,696.00,0.94,0.65,0.93,0.62,0.99,0.68,0.98,0.65,59.00,34.00,25.00,0.91,0.94,0.86,0.67,0.67,0.07,0.38,23.00,7.00,13.00,0.57,2.00,0.24,0.30,0.79,0.97,0.28,0.29
24.00,42.00,0.00,24.00,0.00,18.00,0.00,0.00,0.00,0.00,432.00,435.00,450.00,0.89,0.56,0.89,0.54,0.95,0.61,0.95,0.59,33.00,19.00,14.00,0.79,0.79,0.78,0.54,0.54,0.11,0.39,11.00,5.00,6.00,0.55,3.00,0.28,0.45,0.61,0.78,0.33,0.43
