Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.43%,99.5%,98.51%,98.59%
Pos->Neg Category Precision (%),100.0%,100.0%,100.0%,100.0%,71.8%,78.36%,96.22%,95.7%,82.07%,73.02%,76.83%,71.36%,76.34%,72.55%,67.52%,76.49%,69.05%,70.22%,65.24%,68.01%,66.07%,56.48%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.87%,99.54%,97.54%,95.53%,85.24%
Pos->Neg Category Recall (%),100.0%,100.0%,100.0%,100.0%,71.8%,78.36%,96.22%,95.7%,82.07%,73.02%,76.83%,71.36%,76.34%,72.55%,67.52%,76.49%,68.99%,70.26%,65.37%,66.67%,63.22%,48.44%
Parseable Sentences (#),1103,262,2136,542,82,36,1968,980,389,148,230,177,517,347,156,51,257,259,173,69,56,39
Pos->Pos Parseable Sentences (#),544,133,1072,255,40,17,963,496,207,79,111,86,252,161,78,22,138,119,82,37,29,22
Pos->Neg Parseable Sentences (#),559,129,1064,287,42,19,1005,484,182,69,119,91,265,186,78,29,119,140,91,32,27,17
Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,98.8%,100.0%,100.0%,100.0%,99.49%,100.0%,100.0%,100.0%,99.81%,100.0%,100.0%,98.08%,100.0%,98.85%,98.86%,98.57%,86.15%,92.86%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.8%,100.0%,80.56%,91.67%
Pos->Neg Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,97.67%,100.0%,100.0%,100.0%,98.91%,100.0%,100.0%,100.0%,99.62%,100.0%,100.0%,96.67%,100.0%,97.9%,98.91%,96.97%,93.1%,94.44%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.16%,97.59%,72.97%,47.22%,4.17%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.16%,97.59%,72.97%,52.78%,4.17%
Pos->Neg Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,49.58%,43.96%,52.26%,46.77%,34.62%,43.33%,37.82%,41.26%,33.7%,27.27%,6.9%,0.0%
Pos->Neg Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,97.67%,100.0%,100.0%,100.0%,98.91%,100.0%,100.0%,100.0%,99.62%,100.0%,100.0%,96.67%,99.16%,97.9%,96.74%,69.7%,48.28%,0.0%
Pos->Neg Predictions with Main Clause (#),559,129,1064,287,42,19,1005,484,182,69,119,91,265,186,78,29,119,140,91,32,26,15
Pos->Neg Predictions that Negate Main Clause (#),559,129,1064,287,19,11,933,443,118,32,59,40,139,87,27,13,45,59,31,14,7,6
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,0,23,8,72,41,64,37,60,51,126,99,51,16,74,81,60,18,19,9
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0%,0.0%,0.0%,0.0%,54.76%,42.11%,7.16%,8.47%,35.16%,53.62%,50.42%,56.04%,47.55%,53.23%,65.38%,55.17%,62.18%,57.86%,65.93%,56.25%,73.08%,60.0%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,49.58%,43.96%,52.26%,46.77%,34.62%,43.33%,37.82%,41.26%,33.7%,42.42%,24.14%,33.33%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),100.0%,100.0%,100.0%,100.0%,45.24%,57.89%,92.84%,91.53%,64.84%,46.38%,49.58%,43.96%,52.45%,46.77%,34.62%,44.83%,37.82%,42.14%,34.07%,43.75%,26.92%,40.0%
Pos->Neg Predictions with Main Clause (%),100.0%,100.0%,100.0%,100.0%,97.67%,100.0%,100.0%,100.0%,98.91%,100.0%,100.0%,100.0%,99.62%,100.0%,100.0%,96.67%,100.0%,97.9%,98.91%,96.97%,89.66%,83.33%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.91%,100.0%,86.21%,77.78%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,66.3%,49.28%,50.42%,43.96%,56.39%,50.54%,42.31%,43.33%,42.02%,43.36%,41.3%,45.45%,27.59%,33.33%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,66.3%,49.28%,50.42%,43.96%,56.39%,50.54%,42.31%,43.33%,42.02%,43.36%,41.76%,45.45%,32.0%,42.86%
